S146,UAE,S075,Saudi Arabia
S146,UAE,S047,Iran
S146,UAE,S067,Iraq
S146,UAE,S129,Tajikistan
S146,UAE,C006,Eritrea+D
S146,UAE,S154,Lebanon
S146,UAE,S051,UK
S146,UAE,S044,Egypt
S146,UAE,S167,Armenia
S146,UAE,S140,Kyrgyzstan
S146,UAE,C001,Balkans-SE
S146,UAE,S063,Algeria
S146,UAE,S133,Libya
S146,UAE,S118,Burundi
S146,UAE,S130,Jordan
S142,Turkmenistan,S142,Turkmenistan
S142,Turkmenistan,S046,Turkey
S142,Turkmenistan,S120,Azerbaijan
S142,Turkmenistan,S074,Uzbekistan
S142,Turkmenistan,S095,Kazakhstan
S142,Turkmenistan,S047,Iran
S046,Turkey,S046,Turkey
S046,Turkey,S142,Turkmenistan
S046,Turkey,S074,Uzbekistan
S046,Turkey,S095,Kazakhstan
S046,Turkey,S120,Azerbaijan
S046,Turkey,C001,Balkans-SE
S046,Turkey,C010,Greece+C
S046,Turkey,S078,Syria
S046,Turkey,S147,Palestine
S046,Turkey,C004,Balkans-NE
S046,Turkey,S113,Tunisia
S046,Turkey,S167,Armenia
S046,Turkey,S131,Bulgaria
S046,Turkey,S088,Romania
S046,Turkey,C018,Spain+A+G
S046,Turkey,S158,Georgia
S113,Tunisia,S113,Tunisia
S113,Tunisia,S068,Morocco
S113,Tunisia,C008,France+M
S113,Tunisia,S063,Algeria
S113,Tunisia,S097,Mali
S113,Tunisia,S089,BurkinaFaso
S113,Tunisia,S090,Niger
S113,Tunisia,S101,Chad
S113,Tunisia,S160,Mauritania
S113,Tunisia,S114,Benin
S113,Tunisia,S128,Togo
S113,Tunisia,S085,Cameroon
S113,Tunisia,S099,Senegal
S113,Tunisia,S152,CentAfrRepub
S113,Tunisia,S082,CdIvoire
S113,Tunisia,S105,Guinea
S113,Tunisia,S048,Congo-DRC
S113,Tunisia,S118,Burundi
S113,Tunisia,C018,Spain+A+G
S113,Tunisia,S112,Portugal
S113,Tunisia,S088,Romania
S113,Tunisia,C010,Greece+C
S113,Tunisia,S083,Madagascar
S113,Tunisia,C004,Balkans-NE
S113,Tunisia,S115,Czechia
S113,Tunisia,S108,Haiti
S113,Tunisia,C012,Italy+M+SM+V
S113,Tunisia,S026,Brazil-NE
S113,Tunisia,S131,Bulgaria
S113,Tunisia,S047,Iran
S113,Tunisia,S025,Brazil-N
S113,Tunisia,S162,Kuwait
S113,Tunisia,S046,Turkey
S113,Tunisia,S045,Germany
S113,Tunisia,S133,Libya
S113,Tunisia,C002,Belgium+L
S113,Tunisia,S122,Austria
S113,Tunisia,S027,Brazil-CW
S113,Tunisia,C020,Switzerlnd+L
S113,Tunisia,S042,Ethopia
S113,Tunisia,S028,Brazil-SE
S128,Togo,S128,Togo
S128,Togo,S068,Morocco
S128,Togo,S097,Mali
S128,Togo,S114,Benin
S128,Togo,S089,BurkinaFaso
S128,Togo,S082,CdIvoire
S128,Togo,S090,Niger
S128,Togo,S085,Cameroon
S128,Togo,C008,France+M
S128,Togo,S101,Chad
S128,Togo,S105,Guinea
S128,Togo,S152,CentAfrRepub
S128,Togo,S048,Congo-DRC
S128,Togo,S099,Senegal
S128,Togo,S160,Mauritania
S128,Togo,S063,Algeria
S128,Togo,S118,Burundi
S128,Togo,S113,Tunisia
S128,Togo,S083,Madagascar
S128,Togo,S026,Brazil-NE
S128,Togo,S028,Brazil-SE
S128,Togo,S027,Brazil-CW
S128,Togo,S029,Brazil-SP
S128,Togo,S025,Brazil-N
S128,Togo,S108,Haiti
S128,Togo,S030,Brazil-S
S128,Togo,C003,Congo+3
S128,Togo,C018,Spain+A+G
S128,Togo,S112,Portugal
S128,Togo,S086,Angola
S128,Togo,S077,Ghana
S128,Togo,S036,Nigeria-SW
S128,Togo,S035,Nigeria-SS
S128,Togo,S034,Nigeria-SE
S128,Togo,S031,Nigeria-NC
S128,Togo,S098,Zambia
S128,Togo,S059,Kenya
S128,Togo,S033,Nigeria-NW
S128,Togo,S042,Ethopia
S128,Togo,C010,Greece+C
S049,Thailand,S049,Thailand
S049,Thailand,S043,Vietnam
S049,Thailand,S135,Laos
S049,Thailand,S094,Cambodia
S049,Thailand,S054,Myanmar
S055,Tanzania,S059,Kenya
S055,Tanzania,S098,Zambia
S055,Tanzania,S042,Ethopia
S055,Tanzania,S091,Malawi
S055,Tanzania,S104,Rwanda
S055,Tanzania,S062,Uganda
S055,Tanzania,S116,Somalia
S055,Tanzania,S102,SouthSudan
S055,Tanzania,S103,Zimbabwe
S055,Tanzania,S076,Yemen
S055,Tanzania,S064,Sudan
S055,Tanzania,C019,Leso+Bot+Swz
S055,Tanzania,S172,Namibia
S055,Tanzania,S053,South Africa
S055,Tanzania,C015,Qatar+B
S055,Tanzania,S166,Oman
S055,Tanzania,S146,UAE
S055,Tanzania,S162,Kuwait
S055,Tanzania,S032,Nigeria-NE
S055,Tanzania,S087,SriLanka
S055,Tanzania,S034,Nigeria-SE
S055,Tanzania,S035,Nigeria-SS
S055,Tanzania,S036,Nigeria-SW
S055,Tanzania,S069,Afghanistan
S055,Tanzania,S077,Ghana
S055,Tanzania,S149,Liberia
S055,Tanzania,S009,India-E
S055,Tanzania,S012,India-S
S055,Tanzania,C014,Nepal+B
S055,Tanzania,S024,Pakistan
S055,Tanzania,S010,India-N
S055,Tanzania,S136,SierraLeone
S055,Tanzania,S037,Bangladesh
S055,Tanzania,S013,India-W
S055,Tanzania,S011,India-NE
S055,Tanzania,S073,Malaysia
S055,Tanzania,S143,Singapore
S055,Tanzania,S041,Philippines
S055,Tanzania,C011,HongKong+M
S055,Tanzania,S118,Burundi
S055,Tanzania,S083,Madagascar
S055,Tanzania,S125,PaNewGuinea
S055,Tanzania,C006,Eritrea+D
S055,Tanzania,S150,Ireland
S055,Tanzania,S079,Mozambique
S055,Tanzania,S152,CentAfrRepub
S055,Tanzania,S048,Congo-DRC
S055,Tanzania,S086,Angola
S055,Tanzania,C003,Congo+3
S055,Tanzania,S051,UK
S055,Tanzania,S101,Chad
S055,Tanzania,S085,Cameroon
S055,Tanzania,S047,Iran
S055,Tanzania,C021,IndOcean11
S055,Tanzania,S114,Benin
S129,Tajikistan,S047,Iran
S129,Tajikistan,S146,UAE
S129,Tajikistan,S010,India-N
S129,Tajikistan,S162,Kuwait
S129,Tajikistan,S024,Pakistan
S129,Tajikistan,S009,India-E
S129,Tajikistan,S011,India-NE
S129,Tajikistan,S013,India-W
S129,Tajikistan,S140,Kyrgyzstan
S129,Tajikistan,S037,Bangladesh
S129,Tajikistan,S012,India-S
S129,Tajikistan,C010,Greece+C
S078,Syria,S078,Syria
S078,Syria,S154,Lebanon
S078,Syria,S044,Egypt
S078,Syria,S067,Iraq
S078,Syria,S075,Saudi Arabia
S078,Syria,S133,Libya
S078,Syria,S130,Jordan
S078,Syria,S147,Palestine
S078,Syria,S124,Israel
S078,Syria,S046,Turkey
S078,Syria,S047,Iran
S078,Syria,S162,Kuwait
C020,Switzerlnd+L,C020,Switzerlnd+L
C020,Switzerlnd+L,S045,Germany
C020,Switzerlnd+L,S122,Austria
C020,Switzerlnd+L,S051,UK
C020,Switzerlnd+L,S093,Netherlands
C020,Switzerlnd+L,S150,Ireland
C020,Switzerlnd+L,S148,Norway
C020,Switzerlnd+L,C012,Italy+M+SM+V
C020,Switzerlnd+L,S141,Denmark
C020,Switzerlnd+L,C002,Belgium+L
C020,Switzerlnd+L,S115,Czechia
C020,Switzerlnd+L,C008,France+M
C020,Switzerlnd+L,S066,Canada
C020,Switzerlnd+L,S064,Sudan
C020,Switzerlnd+L,S113,Tunisia
C020,Switzerlnd+L,C001,Balkans-SE
C020,Switzerlnd+L,C015,Qatar+B
S119,Sweden,S141,Denmark
S119,Sweden,S148,Norway
S119,Sweden,S093,Netherlands
S119,Sweden,S051,UK
S119,Sweden,C008,France+M
S119,Sweden,S150,Ireland
S064,Sudan,S064,Sudan
S064,Sudan,S042,Ethopia
S064,Sudan,S059,Kenya
S064,Sudan,S162,Kuwait
S064,Sudan,S055,Tanzania
S064,Sudan,S146,UAE
S064,Sudan,S098,Zambia
S064,Sudan,S062,Uganda
S064,Sudan,S024,Pakistan
S064,Sudan,S076,Yemen
S064,Sudan,S010,India-N
S064,Sudan,S033,Nigeria-NW
S064,Sudan,S012,India-S
S064,Sudan,S031,Nigeria-NC
S064,Sudan,S034,Nigeria-SE
S064,Sudan,S035,Nigeria-SS
S064,Sudan,S116,Somalia
S064,Sudan,C015,Qatar+B
S064,Sudan,S036,Nigeria-SW
S064,Sudan,S013,India-W
S064,Sudan,S077,Ghana
S064,Sudan,S011,India-NE
S064,Sudan,S166,Oman
S064,Sudan,S037,Bangladesh
S064,Sudan,S091,Malawi
S064,Sudan,S103,Zimbabwe
S064,Sudan,S136,SierraLeone
S064,Sudan,S053,South Africa
S064,Sudan,S069,Afghanistan
S064,Sudan,S172,Namibia
S064,Sudan,S051,UK
S064,Sudan,C019,Leso+Bot+Swz
S064,Sudan,S149,Liberia
S064,Sudan,S087,SriLanka
S064,Sudan,S150,Ireland
S064,Sudan,C014,Nepal+B
S064,Sudan,S073,Malaysia
S064,Sudan,S143,Singapore
